"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","tangjp"
"Cmdline:","dstat -cdlmnpsy --output ccache1.csv",,,,"Date:","24 Mar 2014 16:40:25 CST"

"total cpu usage",,,,,,"dsk/total",,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"swap",,"system",
"usr","sys","idl","wai","hiq","siq","read","writ","1m","5m","15m","used","buff","cach","free","recv","send","run","blk","new","used","free","int","csw"
0.753,0.376,98.871,0.0,0.0,0.0,0.0,0.0,0.240,0.790,2.730,727707648.0,54624256.0,1971724288.0,5613203456.0,0.0,0.0,0.0,0.0,0.0,1155072.0,8586678272.0,319.0,954.0,
6.053,6.810,85.876,0.378,0.0,0.883,0.0,10416128.0,0.240,0.790,2.730,757043200.0,54632448.0,1981632512.0,5573951488.0,0.0,0.0,3.0,0.0,49.0,1155072.0,8586678272.0,4100.0,10810.0,
9.488,3.121,81.024,5.493,0.0,0.874,1003520.0,2400256.0,0.240,0.790,2.730,721068032.0,54784000.0,1982513152.0,5608894464.0,0.0,0.0,1.0,0.0,51.0,1155072.0,8586678272.0,2607.0,6050.0,
2.535,2.155,52.725,42.205,0.0,0.380,3973120.0,20480.0,0.240,0.790,2.730,735682560.0,55414784.0,1986285568.0,5589876736.0,0.0,0.0,0.0,9.0,182.0,1155072.0,8586678272.0,2172.0,8017.0,
3.274,4.464,44.345,45.089,0.0,2.827,8830976.0,135168.0,0.940,0.920,2.770,739713024.0,56193024.0,1997901824.0,5573451776.0,0.0,0.0,0.0,9.0,72.0,1155072.0,8586678272.0,2288.0,8239.0,
3.985,3.487,36.737,54.421,0.0,1.370,10571776.0,98304.0,0.940,0.920,2.770,745885696.0,56401920.0,2013655040.0,5551316992.0,0.0,0.0,1.0,8.0,52.0,1155072.0,8586678272.0,2345.0,8985.0,
12.692,11.154,28.205,45.513,0.0,2.436,14139392.0,2301952.0,0.940,0.920,2.770,742162432.0,56979456.0,2040016896.0,5528100864.0,0.0,0.0,1.0,8.0,80.0,1155072.0,8586678272.0,2856.0,9916.0,
10.240,8.976,33.755,45.512,0.0,1.517,10596352.0,221184.0,0.940,0.920,2.770,790048768.0,57069568.0,2059771904.0,5460369408.0,0.0,0.0,3.0,7.0,78.0,1155072.0,8586678272.0,2572.0,9860.0,
4.988,4.863,28.055,61.097,0.0,0.998,7589888.0,180224.0,0.940,0.920,2.770,798117888.0,57126912.0,2074583040.0,5437431808.0,0.0,0.0,4.0,5.0,50.0,1155072.0,8586678272.0,1318.0,4977.0,
17.857,15.934,23.489,39.423,0.0,3.297,18206720.0,561152.0,1.590,1.060,2.800,790855680.0,57368576.0,2107809792.0,5411225600.0,0.0,0.0,1.0,8.0,132.0,1155072.0,8586678272.0,3234.0,11462.0,
10.928,11.563,37.992,37.611,0.0,1.906,19394560.0,1036288.0,1.590,1.060,2.800,765849600.0,57450496.0,2144362496.0,5399597056.0,0.0,0.0,9.0,2.0,150.0,1155072.0,8586678272.0,2984.0,10701.0,
7.759,7.389,34.729,46.675,0.0,3.448,12599296.0,1544192.0,1.590,1.060,2.800,745447424.0,57663488.0,2163081216.0,5401067520.0,0.0,0.0,1.0,8.0,161.0,1155072.0,8586678272.0,3780.0,14518.0,
4.573,9.868,36.342,43.923,0.0,5.295,17084416.0,610304.0,1.590,1.060,2.800,746741760.0,57708544.0,2194432000.0,5368377344.0,0.0,0.0,2.0,9.0,294.0,1155072.0,8586678272.0,5198.0,18084.0,
6.036,6.859,30.178,52.949,0.0,3.978,13357056.0,356352.0,1.590,1.060,2.800,759218176.0,57847808.0,2219298816.0,5330894848.0,0.0,0.0,2.0,7.0,181.0,1155072.0,8586678272.0,3727.0,14044.0,
7.403,6.650,34.379,48.683,0.0,2.886,20422656.0,622592.0,2.260,1.200,2.840,746278912.0,57856000.0,2255568896.0,5307555840.0,0.0,0.0,0.0,9.0,262.0,1155072.0,8586678272.0,4688.0,17116.0,
3.985,3.599,66.967,24.936,0.0,0.514,24956928.0,1269760.0,2.260,1.200,2.840,790814720.0,57860096.0,2286039040.0,5232545792.0,0.0,0.0,0.0,1.0,83.0,1155072.0,8586678272.0,2319.0,7156.0,
8.816,3.149,87.531,0.504,0.0,0.0,1028096.0,1839104.0,2.260,1.200,2.840,743960576.0,57872384.0,2347929600.0,5217497088.0,0.0,0.0,1.0,1.0,2.0,1155072.0,8586678272.0,1103.0,76413.0,
3.004,2.003,85.357,8.886,0.0,0.751,5136384.0,2674688.0,2.260,1.200,2.840,738222080.0,59056128.0,2355134464.0,5214846976.0,0.0,0.0,0.0,1.0,50.0,1155072.0,8586678272.0,1743.0,5234.0,
2.013,0.629,87.547,9.686,0.0,0.126,19431424.0,12288.0,2.260,1.200,2.840,742051840.0,59072512.0,2374017024.0,5192118272.0,0.0,0.0,0.0,1.0,19.0,1155072.0,8586678272.0,724.0,1819.0,
0.250,0.375,87.375,12.0,0.0,0.0,4456448.0,8192.0,2.160,1.200,2.830,740945920.0,59072512.0,2378477568.0,5188763648.0,0.0,0.0,0.0,1.0,7.0,1155072.0,8586678272.0,268.0,727.0,
17.236,7.265,38.462,36.182,0.0,0.855,10727424.0,552960.0,2.160,1.200,2.830,789962752.0,59105280.0,2389688320.0,5128503296.0,0.0,0.0,8.0,1.0,195.0,1155072.0,8586678272.0,2377.0,7798.0,
76.322,12.469,5.542,5.038,0.0,0.630,3260416.0,3432448.0,2.160,1.200,2.830,986980352.0,59129856.0,2393915392.0,4927234048.0,0.0,0.0,9.0,0.0,305.0,1155072.0,8586678272.0,3112.0,5940.0,
89.646,9.848,0.379,0.0,0.0,0.126,36864.0,1769472.0,2.160,1.200,2.830,1417437184.0,59129856.0,2394771456.0,4495921152.0,0.0,0.0,9.0,0.0,88.0,1155072.0,8586678272.0,2152.0,987.0,
89.447,10.553,0.0,0.0,0.0,0.0,69632.0,3141632.0,2.160,1.200,2.830,1835614208.0,59129856.0,2398027776.0,4074487808.0,0.0,0.0,9.0,0.0,1.0,1155072.0,8586678272.0,2085.0,277.0,
86.456,8.354,2.532,2.405,0.0,0.253,352256.0,11489280.0,2.230,1.230,2.830,1712607232.0,59129856.0,2403201024.0,4192321536.0,0.0,0.0,9.0,0.0,66.0,1155072.0,8586678272.0,2209.0,1462.0,
93.325,6.423,0.252,0.0,0.0,0.0,94208.0,4329472.0,2.230,1.230,2.830,1850904576.0,59129856.0,2406051840.0,4051173376.0,0.0,0.0,9.0,0.0,22.0,1155072.0,8586678272.0,2095.0,558.0,
90.932,8.942,0.0,0.0,0.0,0.126,20480.0,20094976.0,2.230,1.230,2.830,1458892800.0,59138048.0,2415439872.0,4433788928.0,0.0,0.0,9.0,0.0,67.0,1155072.0,8586678272.0,2189.0,831.0,
91.364,8.260,0.250,0.125,0.0,0.0,65536.0,3960832.0,2.230,1.230,2.830,1731014656.0,59138048.0,2411143168.0,4165963776.0,0.0,0.0,10.0,0.0,86.0,1155072.0,8586678272.0,2130.0,789.0,
91.540,8.207,0.0,0.0,0.0,0.253,245760.0,15835136.0,2.230,1.230,2.830,1685082112.0,59138048.0,2415562752.0,4207476736.0,0.0,0.0,9.0,0.0,67.0,1155072.0,8586678272.0,2255.0,748.0,
85.535,11.069,1.006,2.013,0.0,0.377,147456.0,13398016.0,2.850,1.380,2.870,1588842496.0,59138048.0,2420846592.0,4298432512.0,0.0,0.0,9.0,0.0,132.0,1155072.0,8586678272.0,2320.0,1796.0,
91.332,8.668,0.0,0.0,0.0,0.0,28672.0,8892416.0,2.850,1.380,2.870,1715929088.0,59138048.0,2426322944.0,4165869568.0,0.0,0.0,9.0,0.0,23.0,1155072.0,8586678272.0,2119.0,491.0,
92.308,7.566,0.0,0.126,0.0,0.0,65536.0,7147520.0,2.850,1.380,2.870,1836134400.0,59146240.0,2427252736.0,4044726272.0,0.0,0.0,9.0,0.0,65.0,1155072.0,8586678272.0,2146.0,851.0,
91.255,8.745,0.0,0.0,0.0,0.0,0.0,3293184.0,2.850,1.380,2.870,2052165632.0,59146240.0,2437738496.0,3818209280.0,0.0,0.0,9.0,0.0,1.0,1155072.0,8586678272.0,2034.0,251.0,
89.340,9.645,0.888,0.127,0.0,0.0,16384.0,17969152.0,2.850,1.380,2.870,1453821952.0,59146240.0,2439401472.0,4414889984.0,0.0,0.0,6.0,1.0,90.0,1155072.0,8586678272.0,2234.0,1193.0,
85.553,9.673,2.136,2.513,0.0,0.126,282624.0,15044608.0,3.340,1.500,2.900,1504796672.0,59146240.0,2439421952.0,4363894784.0,0.0,0.0,10.0,0.0,129.0,1155072.0,8586678272.0,2346.0,1907.0,
93.577,6.423,0.0,0.0,0.0,0.0,0.0,6291456.0,3.340,1.500,2.900,1750687744.0,59146240.0,2441015296.0,4116410368.0,0.0,0.0,10.0,0.0,15.0,1155072.0,8586678272.0,2077.0,382.0,
89.924,8.942,0.504,0.504,0.0,0.126,1122304.0,14065664.0,3.340,1.500,2.900,1624297472.0,59154432.0,2447306752.0,4236500992.0,0.0,0.0,9.0,0.0,95.0,1155072.0,8586678272.0,2270.0,1266.0,
91.468,8.281,0.251,0.0,0.0,0.0,0.0,12382208.0,3.340,1.500,2.900,1445556224.0,59154432.0,2462384128.0,4400164864.0,0.0,0.0,9.0,0.0,3.0,1155072.0,8586678272.0,2119.0,328.0,
86.842,7.268,0.501,5.013,0.0,0.376,81920.0,32530432.0,3.340,1.500,2.900,1813188608.0,59154432.0,2452766720.0,4042149888.0,0.0,0.0,9.0,0.0,63.0,1155072.0,8586678272.0,2353.0,1222.0,
92.947,7.053,0.0,0.0,0.0,0.0,0.0,4972544.0,3.800,1.630,2.930,2026987520.0,59154432.0,2454564864.0,3826552832.0,0.0,0.0,9.0,0.0,8.0,1155072.0,8586678272.0,2112.0,361.0,
94.192,5.808,0.0,0.0,0.0,0.0,315392.0,3194880.0,3.800,1.630,2.930,2242248704.0,59154432.0,2456727552.0,3609128960.0,0.0,0.0,8.0,1.0,36.0,1155072.0,8586678272.0,2142.0,618.0,
84.741,7.314,7.692,0.126,0.0,0.126,94208.0,14626816.0,3.800,1.630,2.930,1971474432.0,59162624.0,2464907264.0,3871715328.0,0.0,0.0,8.0,1.0,30.0,1155072.0,8586678272.0,2079.0,663.0,
94.670,5.203,0.0,0.127,0.0,0.0,98304.0,0.0,3.800,1.630,2.930,2300022784.0,59162624.0,2462552064.0,3545522176.0,0.0,0.0,9.0,0.0,36.0,1155072.0,8586678272.0,2130.0,776.0,
92.395,7.098,0.0,0.0,0.0,0.507,0.0,58249216.0,3.800,1.630,2.930,2584686592.0,59162624.0,2463641600.0,3259768832.0,0.0,0.0,9.0,0.0,1.0,1155072.0,8586678272.0,2367.0,278.0,
95.472,4.528,0.0,0.0,0.0,0.0,0.0,10436608.0,4.210,1.750,2.970,2809036800.0,59162624.0,2466054144.0,3033006080.0,0.0,0.0,9.0,0.0,0.0,1155072.0,8586678272.0,2070.0,209.0,
95.723,4.277,0.0,0.0,0.0,0.0,12288.0,11415552.0,4.210,1.750,2.970,2491772928.0,59162624.0,2470010880.0,3346313216.0,0.0,0.0,9.0,0.0,24.0,1155072.0,8586678272.0,2102.0,473.0,
93.711,6.289,0.0,0.0,0.0,0.0,61440.0,15781888.0,4.210,1.750,2.970,2214125568.0,59170816.0,2480566272.0,3613396992.0,0.0,0.0,9.0,0.0,37.0,1155072.0,8586678272.0,2163.0,654.0,
93.358,6.642,0.0,0.0,0.0,0.0,151552.0,9191424.0,4.210,1.750,2.970,2037182464.0,59170816.0,2484154368.0,3786752000.0,0.0,0.0,9.0,0.0,50.0,1155072.0,8586678272.0,2155.0,653.0,
90.075,9.296,0.0,0.126,0.0,0.503,32768.0,44392448.0,4.210,1.750,2.970,1869840384.0,59183104.0,2484383744.0,3953852416.0,0.0,0.0,9.0,2.0,60.0,1155072.0,8586678272.0,2351.0,776.0,
88.457,9.410,1.255,0.251,0.0,0.627,544768.0,71233536.0,4.600,1.870,3.0,1739599872.0,59183104.0,2493460480.0,4075016192.0,0.0,0.0,9.0,0.0,56.0,1155072.0,8586678272.0,2403.0,756.0,
92.443,7.557,0.0,0.0,0.0,0.0,212992.0,11444224.0,4.600,1.870,3.0,1650176000.0,59183104.0,2496557056.0,4161343488.0,0.0,0.0,9.0,0.0,49.0,1155072.0,8586678272.0,2149.0,702.0,
89.786,9.962,0.126,0.0,0.0,0.126,65536.0,15929344.0,4.600,1.870,3.0,1547366400.0,59191296.0,2502422528.0,4258279424.0,0.0,0.0,9.0,0.0,85.0,1155072.0,8586678272.0,2189.0,939.0,
91.709,8.166,0.0,0.126,0.0,0.0,4096.0,5120000.0,4.600,1.870,3.0,1690484736.0,59191296.0,2499362816.0,4118220800.0,0.0,0.0,7.0,2.0,58.0,1155072.0,8586678272.0,2136.0,734.0,
91.868,7.624,0.254,0.254,0.0,0.0,53248.0,6508544.0,4.600,1.870,3.0,1858543616.0,59191296.0,2501345280.0,3948179456.0,0.0,0.0,9.0,0.0,44.0,1155072.0,8586678272.0,2116.0,782.0,
92.569,7.179,0.0,0.0,0.0,0.252,12288.0,12845056.0,4.950,1.990,3.030,1785417728.0,59191296.0,2507481088.0,4015169536.0,0.0,0.0,9.0,0.0,29.0,1155072.0,8586678272.0,2215.0,663.0,
91.457,8.040,0.251,0.251,0.0,0.0,606208.0,6455296.0,4.950,1.990,3.030,1897590784.0,59191296.0,2507116544.0,3903361024.0,0.0,0.0,9.0,0.0,102.0,1155072.0,8586678272.0,2214.0,1164.0,
94.730,5.144,0.0,0.0,0.0,0.125,0.0,3969024.0,4.950,1.990,3.030,2083127296.0,59199488.0,2509205504.0,3715727360.0,0.0,0.0,9.0,0.0,11.0,1155072.0,8586678272.0,2087.0,363.0,
90.125,8.250,0.125,1.375,0.0,0.125,139264.0,11689984.0,4.950,1.990,3.030,1950818304.0,59199488.0,2516615168.0,3840626688.0,0.0,0.0,9.0,0.0,78.0,1155072.0,8586678272.0,2166.0,861.0,
91.425,8.575,0.0,0.0,0.0,0.0,102400.0,8769536.0,4.950,1.990,3.030,2061750272.0,59199488.0,2526961664.0,3719348224.0,0.0,0.0,9.0,0.0,23.0,1155072.0,8586678272.0,2140.0,593.0,
90.201,9.548,0.126,0.0,0.0,0.126,53248.0,34299904.0,5.270,2.100,3.060,1824391168.0,59199488.0,2520289280.0,3963379712.0,0.0,0.0,9.0,0.0,87.0,1155072.0,8586678272.0,2301.0,824.0,
95.232,4.768,0.0,0.0,0.0,0.0,0.0,4780032.0,5.270,2.100,3.060,1959550976.0,59199488.0,2527977472.0,3820531712.0,0.0,0.0,9.0,0.0,22.0,1155072.0,8586678272.0,2098.0,483.0,
93.544,5.823,0.380,0.127,0.0,0.127,90112.0,6574080.0,5.270,2.100,3.060,1972191232.0,59207680.0,2529517568.0,3806343168.0,0.0,0.0,9.0,0.0,75.0,1155072.0,8586678272.0,2118.0,840.0,
92.055,7.945,0.0,0.0,0.0,0.0,28672.0,13406208.0,5.270,2.100,3.060,1819058176.0,59207680.0,2536157184.0,3952836608.0,0.0,0.0,9.0,0.0,59.0,1155072.0,8586678272.0,2172.0,725.0,
89.724,8.521,1.128,0.376,0.0,0.251,40960.0,7446528.0,5.270,2.100,3.060,1919172608.0,59207680.0,2533548032.0,3855331328.0,0.0,0.0,9.0,0.0,106.0,1155072.0,8586678272.0,2231.0,1254.0,
95.232,4.642,0.0,0.0,0.0,0.125,32768.0,18112512.0,5.570,2.220,3.100,2243780608.0,59207680.0,2534379520.0,3529891840.0,0.0,0.0,9.0,0.0,2.0,1155072.0,8586678272.0,2157.0,300.0,
90.704,8.291,0.377,0.377,0.0,0.251,20480.0,18649088.0,5.570,2.220,3.100,1784934400.0,59207680.0,2544357376.0,3978760192.0,0.0,0.0,9.0,0.0,67.0,1155072.0,8586678272.0,2235.0,928.0,
93.829,5.919,0.126,0.0,0.0,0.126,98304.0,7135232.0,5.570,2.220,3.100,1817157632.0,59215872.0,2544017408.0,3946868736.0,0.0,0.0,9.0,1.0,62.0,1155072.0,8586678272.0,2145.0,759.0,
92.462,7.286,0.251,0.0,0.0,0.0,409600.0,9707520.0,5.570,2.220,3.100,1830162432.0,59215872.0,2548559872.0,3929321472.0,0.0,0.0,9.0,0.0,69.0,1155072.0,8586678272.0,2158.0,828.0,
92.201,7.799,0.0,0.0,0.0,0.0,69632.0,13824000.0,5.570,2.220,3.100,1933484032.0,59232256.0,2559373312.0,3815170048.0,0.0,0.0,10.0,0.0,1.0,1155072.0,8586678272.0,2096.0,327.0,
90.966,7.152,1.757,0.125,0.0,0.0,45056.0,24621056.0,5.850,2.330,3.130,2005553152.0,59232256.0,2562228224.0,3740246016.0,0.0,0.0,9.0,0.0,44.0,1155072.0,8586678272.0,2188.0,618.0,
88.553,10.818,0.503,0.0,0.0,0.126,212992.0,16588800.0,5.850,2.330,3.130,1621159936.0,59232256.0,2559602688.0,4127264768.0,0.0,0.0,9.0,0.0,88.0,1155072.0,8586678272.0,2200.0,924.0,
92.055,7.945,0.0,0.0,0.0,0.0,147456.0,126976.0,5.850,2.330,3.130,2083479552.0,59240448.0,2559778816.0,3664760832.0,0.0,0.0,9.0,0.0,21.0,1155072.0,8586678272.0,2105.0,532.0,
91.793,7.828,0.126,0.126,0.0,0.126,430080.0,15245312.0,5.850,2.330,3.130,1794945024.0,59244544.0,2565730304.0,3947339776.0,0.0,0.0,8.0,1.0,88.0,1155072.0,8586678272.0,2196.0,1042.0,
94.697,5.303,0.0,0.0,0.0,0.0,4096.0,0.0,5.850,2.330,3.130,2159992832.0,59244544.0,2566782976.0,3581239296.0,0.0,0.0,9.0,0.0,0.0,1155072.0,8586678272.0,2032.0,298.0,
91.950,7.799,0.0,0.0,0.0,0.252,122880.0,19353600.0,6.100,2.440,3.160,2119815168.0,59244544.0,2574548992.0,3613650944.0,0.0,0.0,10.0,0.0,24.0,1155072.0,8586678272.0,2182.0,555.0,
94.451,5.549,0.0,0.0,0.0,0.0,139264.0,2097152.0,6.100,2.440,3.160,2272845824.0,59244544.0,2575613952.0,3459555328.0,0.0,0.0,9.0,0.0,21.0,1155072.0,8586678272.0,2110.0,555.0,
92.455,7.033,0.128,0.0,0.0,0.384,155648.0,20975616.0,6.100,2.440,3.160,1952366592.0,59269120.0,2585538560.0,3770085376.0,0.0,0.0,9.0,0.0,41.0,1155072.0,8586678272.0,2170.0,688.0,
92.346,6.901,0.0,0.627,0.0,0.125,1638400.0,10461184.0,6.100,2.440,3.160,1919283200.0,59269120.0,2590593024.0,3798114304.0,0.0,0.0,8.0,1.0,47.0,1155072.0,8586678272.0,2170.0,809.0,
81.179,5.144,7.026,6.524,0.0,0.125,7081984.0,12214272.0,6.100,2.440,3.160,1560023040.0,59355136.0,2601562112.0,4146319360.0,0.0,0.0,7.0,2.0,22.0,1155072.0,8586678272.0,2324.0,1409.0,
84.230,7.259,1.627,6.633,0.0,0.250,4202496.0,27160576.0,6.410,2.570,3.200,1523064832.0,59367424.0,2606227456.0,4178599936.0,0.0,0.0,9.0,0.0,83.0,1155072.0,8586678272.0,2458.0,2300.0,
93.821,5.927,0.126,0.126,0.0,0.0,364544.0,5750784.0,6.410,2.570,3.200,1519964160.0,59367424.0,2607951872.0,4179976192.0,402.0,402.0,9.0,0.0,64.0,1155072.0,8586678272.0,2265.0,1110.0,
90.989,8.260,0.501,0.125,0.0,0.125,28672.0,9293824.0,6.410,2.570,3.200,1433714688.0,59375616.0,2608492544.0,4265676800.0,0.0,0.0,9.0,0.0,67.0,1155072.0,8586678272.0,2169.0,803.0,
90.668,9.332,0.0,0.0,0.0,0.0,0.0,8835072.0,6.410,2.570,3.200,1566932992.0,59375616.0,2609098752.0,4131852288.0,0.0,0.0,9.0,0.0,68.0,1155072.0,8586678272.0,2192.0,890.0,
94.937,5.063,0.0,0.0,0.0,0.0,0.0,3092480.0,6.410,2.570,3.200,1766367232.0,59375616.0,2611445760.0,3930071040.0,0.0,0.0,10.0,0.0,6.0,1155072.0,8586678272.0,2055.0,304.0,
93.734,6.140,0.125,0.0,0.0,0.0,0.0,27578368.0,6.700,2.690,3.230,1773457408.0,59375616.0,2614108160.0,3920318464.0,0.0,0.0,9.0,0.0,47.0,1155072.0,8586678272.0,2215.0,707.0,
94.325,5.675,0.0,0.0,0.0,0.0,0.0,8720384.0,6.700,2.690,3.230,1753939968.0,59375616.0,2617905152.0,3936038912.0,0.0,0.0,9.0,0.0,52.0,1155072.0,8586678272.0,2145.0,770.0,
94.598,5.276,0.0,0.0,0.0,0.126,0.0,14737408.0,6.700,2.690,3.230,1489625088.0,59383808.0,2628845568.0,4189405184.0,0.0,0.0,9.0,0.0,4.0,1155072.0,8586678272.0,2117.0,317.0,
90.578,9.296,0.126,0.0,0.0,0.0,0.0,11423744.0,6.700,2.690,3.230,1519206400.0,59383808.0,2626560000.0,4162109440.0,0.0,0.0,9.0,0.0,122.0,1155072.0,8586678272.0,2225.0,1084.0,
94.981,5.019,0.0,0.0,0.0,0.0,0.0,3121152.0,6.700,2.690,3.230,1718538240.0,59383808.0,2630414336.0,3958923264.0,0.0,0.0,9.0,0.0,6.0,1155072.0,8586678272.0,2072.0,319.0,
89.560,10.314,0.0,0.0,0.0,0.126,0.0,32583680.0,6.960,2.810,3.270,1435004928.0,59383808.0,2639290368.0,4233580544.0,0.0,0.0,10.0,0.0,130.0,1155072.0,8586678272.0,2295.0,1195.0,
91.058,8.816,0.0,0.0,0.0,0.126,0.0,14725120.0,6.960,2.810,3.270,1427709952.0,59383808.0,2645848064.0,4234317824.0,0.0,0.0,9.0,0.0,55.0,1155072.0,8586678272.0,2179.0,793.0,
94.340,5.535,0.0,0.0,0.0,0.126,0.0,3239936.0,6.960,2.810,3.270,1601134592.0,59392000.0,2639556608.0,4067176448.0,0.0,0.0,9.0,0.0,37.0,1155072.0,8586678272.0,2128.0,643.0,
93.020,6.853,0.0,0.0,0.0,0.127,0.0,10625024.0,6.960,2.810,3.270,1502994432.0,59392000.0,2644086784.0,4160786432.0,0.0,0.0,11.0,0.0,67.0,1155072.0,8586678272.0,2194.0,1285.0,
92.513,7.360,0.127,0.0,0.0,0.0,12288.0,4878336.0,6.960,2.810,3.270,1679372288.0,59392000.0,2649763840.0,3978731520.0,0.0,0.0,9.0,0.0,42.0,1155072.0,8586678272.0,2210.0,897.0,
93.342,6.407,0.0,0.0,0.0,0.251,0.0,32411648.0,7.210,2.930,3.300,1488740352.0,59392000.0,2654228480.0,4164898816.0,0.0,0.0,9.0,0.0,32.0,1155072.0,8586678272.0,2356.0,782.0,
93.443,6.305,0.126,0.0,0.0,0.126,0.0,3670016.0,7.210,2.930,3.300,1650868224.0,59392000.0,2653261824.0,4003737600.0,0.0,0.0,9.0,0.0,63.0,1155072.0,8586678272.0,2153.0,863.0,
93.970,5.905,0.126,0.0,0.0,0.0,0.0,9555968.0,7.210,2.930,3.300,1493245952.0,59400192.0,2663686144.0,4150927360.0,0.0,0.0,9.0,0.0,33.0,1155072.0,8586678272.0,2144.0,685.0,
92.405,6.962,0.380,0.0,0.0,0.253,0.0,14639104.0,7.210,2.930,3.300,1512243200.0,59400192.0,2659831808.0,4135784448.0,0.0,0.0,11.0,0.0,82.0,1155072.0,8586678272.0,2212.0,1146.0,
95.244,4.756,0.0,0.0,0.0,0.0,0.0,3219456.0,7.210,2.930,3.300,1746046976.0,59400192.0,2661576704.0,3900235776.0,0.0,0.0,9.0,0.0,21.0,1155072.0,8586678272.0,2098.0,529.0,
94.981,5.019,0.0,0.0,0.0,0.0,0.0,19279872.0,7.350,3.030,3.330,1851645952.0,59400192.0,2668351488.0,3787862016.0,0.0,0.0,9.0,0.0,1.0,1155072.0,8586678272.0,2110.0,181.0,
93.317,6.683,0.0,0.0,0.0,0.0,0.0,13262848.0,7.350,3.030,3.330,1759641600.0,59400192.0,2672631808.0,3875586048.0,0.0,0.0,11.0,0.0,36.0,1155072.0,8586678272.0,2168.0,679.0,
95.244,4.631,0.125,0.0,0.0,0.0,0.0,110592.0,7.350,3.030,3.330,2019405824.0,59408384.0,2667675648.0,3620769792.0,0.0,0.0,9.0,0.0,26.0,1155072.0,8586678272.0,2127.0,712.0,
95.833,4.040,0.0,0.0,0.0,0.126,0.0,3182592.0,7.350,3.030,3.330,2124136448.0,59408384.0,2673922048.0,3509792768.0,0.0,0.0,9.0,0.0,21.0,1155072.0,8586678272.0,2079.0,448.0,
96.244,3.756,0.0,0.0,0.0,0.0,0.0,6291456.0,7.350,3.030,3.330,2139291648.0,59408384.0,2678693888.0,3489865728.0,0.0,0.0,9.0,0.0,3.0,1155072.0,8586678272.0,2000.0,265.0,
92.415,7.206,0.126,0.0,0.0,0.253,0.0,28672000.0,7.640,3.160,3.380,2076958720.0,59408384.0,2676056064.0,3554836480.0,0.0,0.0,9.0,0.0,61.0,1155072.0,8586678272.0,2278.0,840.0,
